Accession;T1-02B001;T2-02B001;T3-02B001;T4-02B001;T5-02B001;T6-02B001;T7-02B001;T8-02B001;T1-02B002;T2-02B002;T3-02B002;T4-02B002;T1-02B004;T2-02B004;T3-02B004;T4-02B004;T5-02B004;T6-02B004;T7-02B004;T8-02B004;T1-02B006;T2-02B006;T3-02B006;T4-02B006;T5-02B006;T6-02B006;T7-02B006;T1-02B007;T2-02B007;T3-02B007;T4-02B007;T5-02B007;T6-02B007;T1-02B008;T2-02B008;T4-02B008;T6-02B008;T7-02B008;T1-02B009;T2-02B009;T3-02B009;T4-02B009;T5-02B009;T6-02B009;T7-02B009;T8-02B009;T1-02B010;T2-02B010;T3-02B010;T4-02B010;T5-02B010;T6-02B010;T7-02B010;T8-02B010
P12532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A0C4DH43;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
P07305;1;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;1;1;1
A0A2R8YGD3;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q08554;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;1;1
P35659;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;1;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0
Q9UBN7;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1
Q9UMS4;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0
O43314;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F6SYF8;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Q92539;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;1;0;1
P48595;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
A3KFL1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1
E5RIM3;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;1;1;1
Q9NQT8;0;1;1;0;0;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1
P49137;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
H0YBX6;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
O95425;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;1
Q13247;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1
P12004;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
P10746;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O75915;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
P47813;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1
G3V203;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1
A0A075B6H9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1
P14550;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
I3L4J1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0
P23786;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P16989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P10153;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
H0Y9Q7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q9NQR4;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P50453;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;1;1
D6REB4;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
Q15052;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
P40261;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
Q86U17;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
O94805;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A087WZ51;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
O14745;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
Q92556;1;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1
P51668;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
P26368;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1
Q13596;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
P46109;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
P11166;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Q9Y224;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
Q96C86;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Q15042;1;1;1;0;1;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0
F8W9X7;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1
P05106;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;1;1;1;1;0;1;1
P78386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q92876;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
P12532-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
O75828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P37235;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1
P01704;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
Q9NZ52;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
P47929;1;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1
P07332;1;1;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0
Q6Q788;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
A0A1W2PNW1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0
I3L426;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Q86YZ3;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0
P10253;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P83916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1
Q9NXR1-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
Q9H5X1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
D6RGW0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q13144;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0
P17174;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
Q08170;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Q15427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Q27J81;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
O95758-1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0
P05120;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
P22692;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1
P49662;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
Q92538;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
Q04837;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
P61225;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
Q9NZT2;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1
Q9NQL2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q709C8;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1
P48637;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
O60701;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1
Q16706;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0
P50452;0;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0
Q12792;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Q9NPA2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1
Q9UHV9;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
F8W8H5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
P49959;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;0
Q9P1F3;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;1;0
P41222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Q9NZM3;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1
Q2QD12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E9PK67;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
O60488;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
A0A087WVM2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0
Q96M27;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
O15294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;0
P26583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1
A0A494C0X0;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Q14019;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1
P23284;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Q09666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
P05019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1
Q5BJH1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1
P00326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A087WZR3;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P15814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
P24941;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
Q9NZT1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1
P42768;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Q14289;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1
P30084;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
Q9P0J7;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Q5W0V3;0;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
